name
Aaron
Abel
Abraham
Adrian
Albert
Alex
Alfred
Allen
Alvin
Andrew
Anthony
Arnold
Augustine
Benedict
Benjamin
Bernard
Brian
Caleb
Calvin
Charles
Christopher
Clement
Clifford
Colin
Cyril
Daniel
David
Dennis
Derek
Dominic
Edward
Edwin
Elijah
Emmanuel
Eric
Ernest
Eugene
Felix
Francis
Franklin
Frederick
Gabriel
George
Gerald
Gilbert
Gordon
Gregory
Harold
Henry
Isaac
Ivan
Jacob
James
Jerome
Jesse
Joel
John
Jonathan
Joseph
Joshua
Julian
Justin
Kenneth
Kevin
Lawrence
Leonard
Leslie
Lewis
Louis
Lucas
Luke
Marcus
Mark
Martin
Mathew
Matthew
Maurice
Maxwell
Melvin
Michael
Nathan
Nathaniel
Neil
Nicholas
Noel
Norman
Oliver
Oscar
Patrick
Paul
Peter
Philip
Raymond
Richard
Robert
Roger
Roland
Ronald
Roy
Russell
Samuel
Sebastian
Simon
Stanley
Stephen
Theodore
Thomas
Timothy
Victor
Vincent
Walter
Wesley
William
