name
Abigail
Ada
Adeline
Agnes
Alice
Amelia
Angela
Ann
Anna
Annie
Audrey
Beatrice
Bella
Bernadette
Bridget
Camilla
Carol
Caroline
Catherine
Cecilia
Charlotte
Christine
Clara
Claire
Constance
Cynthia
Daisy
Daphne
Deborah
Diana
Dorothy
Edith
Eleanor
Elizabeth
Ella
Ellen
Emily
Emma
Esther
Eva
Evelyn
Felicity
Fiona
Flora
Florence
Frances
Gloria
Grace
Hannah
Harriet
Helen
Hilda
Irene
Isabel
Ivy
Jane
Janet
Jasmine
Jennifer
Jessica
Joan
Josephine
Joyce
Judith
Julia
Juliet
Katherine
Laura
Lily
Linda
Lucy
Lydia
Mabel
Margaret
Maria
Marina
Martha
Mary
Maureen
Melissa
Mercy
Miriam
Monica
Nancy
Naomi
Natalie
Nora
Olivia
Pamela
Patricia
Pauline
Pearl
Penelope
Phoebe
Priscilla
Rachel
Rebecca
Rita
Rosa
Rose
Rosemary
Ruth
Sandra
Sarah
Sheila
Sophia
Stella
Susan
Sylvia
Teresa
Theresa
Tina
Veronica
Victoria
Violet
Virginia
Vivian
Wendy
Winifred
