name
Abraham
Almeida
Alva
Andrade
Baptista
Carvalho
Castelino
Chacko
Cherian
Coelho
Colaco
Coutinho
Crasta
D'Cruz
D'Souza
Daniel
David
Dias
Fernandes
Furtado
George
Gomes
Gonsalves
Isaac
Jackson
Jacob
James
John
Joseph
Kurian
Lobo
Mascarenhas
Mathew
Mathews
Menezes
Monteiro
Nazareth
Ninan
Noronha
Oommen
Paul
Pereira
Peter
Philip
Pinto
Quadros
Rebello
Rodrigues
Saldanha
Samuel
Sequeira
Simon
Soares
Thomas
Varghese
Vaz
Williams
Wilson
Zachariah
